sample_id,true_label,true_class,predicted_label,predicted_class,confidence,entropy,dsa,lsa,is_correct,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9
cifar_00016,0,airplane,0,airplane,0.4900811957511373,2.0161207013619986,0.5908085694939649,1.8907646112448773,1,0.4900811957511373,0.008789851301814505,5.7554673580307306e-05,0.013112762905570082,0.07437890590442332,0.0019507962866552888,0.18179610503752763,0.001987660044206596,0.20021062882174304,0.02763453927334186
cifar_00017,2,bird,2,bird,0.5505116539018101,1.83538064746397,0.8897497233713108,0.7022740322257119,1,0.050034142008318495,0.0017724210384383488,0.5505116539018101,0.0018070237509737372,0.2277051664197596,0.1065484144092804,0.0038841749288933526,0.00045244424631833035,0.0014357237863928092,0.05584883550981478
cifar_00018,5,dog,3,cat,0.35029172040013073,2.642438149841967,3.7951042475322665,2.792560350866721,0,0.05632990802216183,0.09483865273087631,0.045604036861730854,0.35029172040013073,0.016250111871693985,0.021357013380865975,0.0682536436897221,0.044248609387172615,0.2690719103213657,0.033754393334279806
cifar_00019,5,dog,5,dog,0.48245829162182474,2.1909685682928863,3.7506936138238895,1.875920040631274,1,0.06669971983459727,0.0023151586399882992,0.0500768989805157,0.04282471619551694,0.22591883559974923,0.48245829162182474,0.0006285091784702518,0.00046055811873068904,0.08892391304073645,0.039693398789870306
cifar_00020,1,automobile,1,automobile,0.4869530849158419,2.4546882507083767,0.710592067817439,0.37216874468179,1,0.11337419810834154,0.4869530849158419,0.11004844106475266,0.027482321641976226,0.022811921859368936,0.06543751210737851,0.04941621839080496,0.03952236365613036,0.08219954804663668,0.0027543902087680825
cifar_00021,1,automobile,1,automobile,0.45278053252601347,2.3747927834487603,1.788592507822471,2.08371127853483,1,0.08720750514621392,0.45278053252601347,0.007369034311771555,0.12760092685928198,0.14777564973629514,0.09147340893884856,0.00670994920220808,0.0063859785847222225,0.06780345326851583,0.004893561426129218
cifar_00022,5,dog,0,airplane,0.4354438461065746,2.494214629558844,3.830751813774304,6.946148375461789,0,0.4354438461065746,0.024628880259632332,0.1151931355324768,0.024189207419984954,0.03429766052946947,0.001128694323581372,0.06778894648670791,0.07158261259719627,0.18531282572956423,0.04043419101481203
cifar_00023,5,dog,5,dog,0.404085370486223,2.2720653024554425,1.7489231544631165,1.8716724466366206,1,0.02713000455418878,0.00010914383465331693,0.08597518548668608,0.30655606149438147,0.031292373033789386,0.404085370486223,0.03629593800991965,0.08750563024837503,0.014251705610323228,0.006798587241460083
cifar_00024,9,truck,9,truck,0.371217219496302,2.581057959500114,0.6270862620351875,3.1616266168023333,1,0.006484549775541702,0.08952874299298479,0.18111078891665067,0.02241360257020104,0.1787861859660129,0.03937658668071792,0.023202087587401405,0.015998708941329574,0.07188152707285803,0.371217219496302
cifar_00025,2,bird,2,bird,0.6447251551469689,1.8617793785386465,0.9931100157583034,2.8141615256918535,1,0.02373085182293392,0.00013654405679603985,0.6447251551469689,0.06147978278117624,0.0988564568955923,0.04246989695785342,0.07491189463566161,0.042520671154516625,0.009610717876570321,0.0015580286719304834
cifar_00026,2,bird,2,bird,0.5587298174399258,1.958732392709881,1.2050418099305826,2.1049301718153144,1,0.010088255795992608,0.0058770350023140345,0.5587298174399258,0.004895251484617736,0.010729085554148662,0.02022622731366876,0.04046149241448964,0.10394674921909641,0.2142747567888229,0.03077132898692337
cifar_00027,1,automobile,1,automobile,0.4725121860592241,2.369883798275567,0.8708188344069797,2.4761119894154584,1,0.11414604115282408,0.4725121860592241,0.0845566403726552,0.038960012421775526,0.0014478444108096515,0.0027919195474047157,0.03987443413681616,0.015729440458265062,0.15136589494224909,0.07861558649797643
cifar_00028,1,automobile,5,dog,0.4636989218931488,2.0670616116507814,6.535164150257564,2.373292471700411,0,0.00011516342267640026,0.23716674837479734,0.010514307306836867,0.18836173071729656,0.008481921018760791,0.4636989218931488,0.00893476878993395,0.016902246896830897,0.02082337862523035,0.04500081295448794
cifar_00029,4,deer,3,cat,0.4128198514652025,2.4051481162237764,1.432377131604026,3.3848827704629283,0,0.024703155922175795,0.019855601621191703,0.056081131287456926,0.4128198514652025,0.002473518978530441,0.01740816703318227,0.23756390435550123,0.029224187614651204,0.14316915343198075,0.05670132829012724
cifar_00030,1,automobile,1,automobile,0.4671878616669964,2.262292194041404,0.626448558461304,0.1604516571221384,1,0.009441353618960268,0.4671878616669964,0.010112584417515683,0.0026402699915571122,0.09380916565874803,0.14087806359388264,7.11100154390648e-06,0.15950441677180566,0.02873435247041028,0.08768482080858002
cifar_00031,4,deer,1,automobile,0.3485007465562634,2.5817643243384136,9.244013588843028,4.232359363876864,0,0.01298022562563373,0.3485007465562634,0.006451881353605984,0.1513374730965502,0.062392518752659484,0.21496742662267324,0.08921501152099881,0.08372892810364094,0.005516551659465319,0.024909236708508826
cifar_00032,4,deer,9,truck,0.41464388121093626,2.4518379509585655,2.2740919519136287,7.8479207255311625,0,0.024375504905751733,0.08452212719500193,0.005609488025426864,0.0020106615194736997,0.05724899130925883,0.02057046198091445,0.1922894249199351,0.049669699672411,0.14905975926089013,0.41464388121093626
cifar_00033,7,horse,7,horse,0.4271228128701668,2.017157936937672,0.5719654993801478,1.410108103911628,1,0.012513624898962735,0.37823864846626976,0.012249246372992548,0.032239667556172344,0.03434830098368855,0.0013956681321126926,0.06272138250738034,0.4271228128701668,0.029334086019829595,0.009836562192424694
cifar_00034,4,deer,4,deer,0.4207458887080747,2.4351286267195853,0.8980154333682902,0.9693947659957359,1,0.0031310252067977343,0.14351229532919965,0.11542525498527889,0.06322733758292415,0.4207458887080747,0.03803240684004068,0.006461729141836359,0.0016613177023395147,0.04545203619501493,0.16235070830849344
cifar_00035,3,cat,3,cat,0.4818954848052676,2.0273619681335573,0.24321315331286245,0.5351678170831038,1,0.04089011323702357,0.00014306600444912365,0.01398719447415626,0.4818954848052676,0.04342753505455064,0.07340031870970182,0.30601805467729015,0.008816973817847304,0.012294450421040572,0.01912680879867303
cifar_00036,7,horse,8,ship,0.3886526340966282,2.501195298950493,2.088471845853913,4.5704206923995825,0,0.1255326012399811,0.003860806801850802,0.048656529990633024,0.09983888593075695,0.051692984447172435,1.692400847656601e-05,0.12557902497533785,0.15565681166814715,0.3886526340966282,0.0005127968410159693
cifar_00037,9,truck,9,truck,0.4080588602552838,2.333014967666762,0.9741504336460922,0.789772423357104,1,0.24124591257784186,0.06254984442702911,0.1582025215742922,0.0004559233165507438,0.015279488939858138,0.044736679175057255,0.0010537663897353107,0.04084867662012254,0.027568326724229,0.4080588602552838
cifar_00038,2,bird,2,bird,0.43940107296322073,2.1917957177955527,1.5704097441674838,1.0714704113747868,1,0.26196029646172175,0.02876028859480834,0.43940107296322073,0.040694440561549874,0.015213447907927242,0.0007147841253363692,0.044198551381512914,4.4325845699884346e-07,0.02309431777178088,0.14596235697368495
cifar_00039,4,deer,4,deer,0.4952680899344774,2.3087357895966747,0.804668915643817,2.107994077297223,1,0.08718205527000046,0.1073861307608286,0.06168502662165247,0.025351344305861615,0.4952680899344774,0.062483228952785075,0.014235288884081324,0.0024988335147656075,0.14264772851117413,0.0012622732443733355
cifar_00040,2,bird,2,bird,0.4939286109834841,2.3632335194650835,1.062958642436718,2.4248412315361327,1,0.000771989498519185,0.07640564716999537,0.4939286109834841,0.03571644892877313,0.035978293199825984,0.10562375458968651,0.10837179688290993,0.10760917169828961,0.0038249869276301856,0.031769300120885885
cifar_00041,1,automobile,1,automobile,0.5926425242680153,2.0179996483128346,0.7208070254035094,1.4758786296075852,1,0.03276381002886638,0.5926425242680153,0.039147197894324276,0.01919631134271392,1.4056100943456841e-05,0.046309096462401354,0.03437076134745694,0.0162197113656314,0.17067698379420854,0.048659547395438374
cifar_00042,8,ship,8,ship,0.4642308293270219,2.0838250870114527,0.6843329621197638,1.9207677367225258,1,0.00013984233600572085,0.21041579181675274,0.049573049537128,0.1816236168254252,0.004517973561720311,0.001414091432594922,0.011181238174613107,0.07171080560407685,0.4642308293270219,0.005192761384661234
cifar_00043,1,automobile,1,automobile,0.497807526486343,2.2842725362099157,1.6897638786201838,1.1792351435233954,1,0.0002502306175314946,0.497807526486343,0.11129410857069477,0.002743058479987206,0.010367705739941429,0.09877186537944235,0.05138472476604247,0.1431462042298713,0.03982961027169337,0.04440496545845252
cifar_00044,9,truck,8,ship,0.4311993985843103,2.532866543095244,3.7359681109858958,4.467301571416227,0,0.015056005619486331,0.1692510681658063,0.012517804655843361,0.12017738291006488,0.06523163460356955,0.03466212082534596,0.068753889089486,0.07124137891557991,0.4311993985843103,0.01190931663050749
cifar_00045,1,automobile,1,automobile,0.5501254767540887,1.9955959059532418,0.16373208263611674,0.6194469174811954,1,0.026896940623557714,0.5501254767540887,0.0019400272709345276,0.22878939845521826,0.016509218229238638,0.06949251646431095,0.0330605568668204,0.05303461923178026,0.017702569961972604,0.002448676142077875
cifar_00046,0,airplane,7,horse,0.4280637920422162,2.1525561484469087,4.428864388871511,1.9123784235096535,0,0.1657047825636789,1.6775029386862275e-05,5.631578331340816e-05,0.028503892729049383,0.2254623039974648,0.04208385522035828,0.0014555679910237516,0.4280637920422162,0.10689838192722524,0.0017543327162831616
cifar_00047,2,bird,3,cat,0.45698152277606685,2.259664266319459,3.6165562990204227,4.0648433309732726,0,0.053074011804237015,0.05485262141680007,0.01054160076252644,0.45698152277606685,0.001824816660623817,8.508319401574798e-05,0.05682555448117615,0.07289362477054913,0.04150999909643262,0.2514111650375722
cifar_00048,6,frog,6,frog,0.4276290447113282,2.488519383668826,1.4742165930901365,1.1140923793448845,1,0.055378044557547884,0.1997206633910635,0.0935206129603038,0.00047274266378022036,0.07313041736438752,0.015937834854413895,0.4276290447113282,0.029516582466444174,0.08018593493486469,0.024508122095866218
cifar_00049,7,horse,7,horse,0.47383380067977143,2.088349532283023,0.7947949232475184,1.8784726768243185,1,0.01611715786365362,0.003350803284032656,0.09380358404925529,0.05166053462438651,0.22662699457799523,0.0032778743876915742,0.12934863863249496,0.47383380067977143,0.0003310236544403814,0.001649588246278384
cifar_00050,9,truck,9,truck,0.464939063971761,2.30456288752874,1.2738262792741695,1.5154869319442112,1,0.001421948024549399,0.13680121177944715,0.194910143477442,0.011513675588989086,0.06291217742694864,0.058950167614170705,0.03323026178479854,0.028285223522105156,0.007036126809788249,0.464939063971761
cifar_00051,6,frog,6,frog,0.49401164414875515,2.0006457926201233,0.7795204198646757,0.9793214392871197,1,0.02994795527816284,0.038687348688151026,0.0054322547122278705,0.05985577168692958,0.0015965625076361596,0.0016453943515753655,0.49401164414875515,0.2953167210980079,0.015375075236414355,0.05813127229213988
cifar_00052,5,dog,5,dog,0.47195385896097714,2.3980815720653745,0.4208852746715852,0.6107006619497601,1,0.0842439002595334,0.185927627376826,0.04294134345342245,0.0234503314887599,0.07551245569378051,0.47195385896097714,0.0004872206990554399,0.04986361431082533,0.049677389867680194,0.01594225788913956
cifar_00053,7,horse,7,horse,0.4736965683376346,2.3165226133251373,0.7576963202963897,2.3807546501301635,1,0.06787781915842828,0.034825764824640594,0.037296010774814016,0.21883183095903652,0.06805319918828676,0.013654126663468638,0.011875031551687936,0.4736965683376346,0.07154218168028288,0.002347466861719724
cifar_00054,4,deer,4,deer,0.4668642284090557,2.3112711826522885,0.6994295115078022,0.8218307722878951,1,0.0004853755760820883,0.0010739745354723495,0.14264941376344314,0.029874900553402056,0.4668642284090557,0.026389482892125792,0.06666208053887142,0.10645614634537451,0.1465790199641459,0.0129653774220269
cifar_00055,5,dog,7,horse,0.3859768262037054,2.645253642071312,3.04383483922981,2.4569899546540346,0,0.16323417224630443,0.07124263645066745,0.02441912739768618,0.13706463152606777,0.08822988542842233,0.06387961647427624,0.0035168797369953568,0.3859768262037054,0.016472152307142073,0.04596407222873293
cifar_00056,3,cat,3,cat,0.46346310368528965,2.1897889657899188,1.093626457403097,0.7373545999245883,1,0.022195019611320692,5.0104872467876015e-05,0.013009357341782901,0.46346310368528965,0.04817176987704644,0.02983809547933738,0.04031066491150931,0.111130248632636,0.26228379788752715,0.009547837701082534
cifar_00057,4,deer,4,deer,0.5415404632845608,1.9400403808346787,1.6698205473058696,2.517154240231921,1,0.044967068735805464,0.04088087554654982,0.26612815837546394,0.0034441609948804423,0.5415404632845608,0.03670549920053053,0.00858247314637363,0.020190922962504958,0.0015243394615475736,0.036036038291782785
cifar_00058,8,ship,8,ship,0.45381421761381785,2.2146861793990023,0.7715442821596842,0.7306895569187928,1,0.034717684280036125,0.030832107649369438,0.07500419271119846,0.13390735569009177,0.23220480889879128,0.004135656485416179,0.03332460159378402,0.0014268525968935838,0.45381421761381785,0.0006325224806013818
cifar_00059,7,horse,2,bird,0.4798233042219949,2.0107105097459717,2.963737878260408,4.952678103058593,0,0.16475638897870082,0.0658480586637365,0.4798233042219949,0.005061912602500914,0.0020881306614042618,0.0033575949690813796,0.027853467807484517,0.23698404368810203,0.012667727907913552,0.0015593704990812783
cifar_00060,5,dog,5,dog,0.4338303370312172,2.0207902845460732,0.5459772203476936,0.0931601206584387,1,0.0006426265461837092,0.010983815676009836,0.008587465517059694,0.009009463341786959,0.12030317656250909,0.4338303370312172,0.03725681995716344,0.0016146292958225858,0.04880424077652286,0.32896742529572476
cifar_00061,2,bird,2,bird,0.4655480919952822,2.4733812014959757,0.7308703736107365,1.5599626544204632,1,0.023339505755620858,0.05759857820774082,0.4655480919952822,0.05233370464705674,0.10672928351736592,0.016859066126702998,0.17736161198150185,0.044482517995946096,0.024382081184914323,0.03136555858786808
cifar_00062,5,dog,5,dog,0.44221018472539214,2.2539374341972707,1.3142987932623817,0.5218946685264124,1,0.03991226298259101,0.0480047449958871,0.2647257551286884,0.009179986960924114,0.026224273584914633,0.44221018472539214,0.006831634680786874,0.10324648363846806,0.05965670246974328,7.970832604279773e-06
cifar_00063,1,automobile,1,automobile,0.4618035673115018,2.169290997679945,1.638840701830019,1.5017682516461472,1,0.006334468142878655,0.4618035673115018,0.02685031575961374,0.15074325512682887,0.000479544267947135,0.00014621547766700068,0.0987008538492948,0.19065646807967804,0.001337443716079291,0.06294786826851076
cifar_00064,7,horse,9,truck,0.4258238393959127,2.374720645326384,4.185713203255287,5.284293826262055,0,0.07305536493241671,0.05867572877540889,0.002241151612175655,0.0018051896722528194,0.0064282006541155415,0.027889620077954872,0.05540431055547391,0.19175254250382953,0.1569240518204594,0.4258238393959127
cifar_00065,2,bird,2,bird,0.48251597217754794,2.331212344735342,0.8417715754046663,2.3333211091944435,1,0.001025267461719192,0.11578363053807318,0.48251597217754794,0.0166469459934276,0.01342549219042508,0.011571689140297974,0.11376466282513707,0.07918967636437604,0.03360747624094663,0.1324691870680493
cifar_00066,5,dog,5,dog,0.4770102279857709,2.3396901172279243,0.8844624765550013,0.22133189393660524,1,0.09297125933253701,0.009047693457358261,0.11208924302483007,0.12568816698337842,0.015447143187272088,0.4770102279857709,0.021474075490417223,0.12657490081814812,0.008230890353930492,0.01146639936635746
cifar_00067,3,cat,3,cat,0.5447150687548593,2.120198277983269,0.5414782128346146,1.0647380575434016,1,0.039811427283066116,0.004003651835406973,0.15430914888095096,0.5447150687548593,0.10579178984144177,0.0025964455620506553,0.02442060496235056,0.008275036463560911,0.030150551584562396,0.0859262748317503
cifar_00068,5,dog,5,dog,0.4180444945975696,2.473254192202724,1.4151108171190434,1.4613741506142826,1,0.03545510345591848,0.17986979297279487,0.03751954792907528,0.015794148523945107,0.04082848960349868,0.4180444945975696,0.015111829046664117,0.13373971979985674,0.12103808768988675,0.002598786380790491
cifar_00069,8,ship,8,ship,0.3612887270514901,2.8114760678778277,1.0006372548802265,0.7746074475909579,1,0.08205228944847114,0.03747284577965042,0.0969941080584166,0.1288136394027596,0.0907700755182596,0.02547212293015414,0.04127951690030151,0.015576099218899695,0.3612887270514901,0.12028057569159704
cifar_00070,7,horse,7,horse,0.4910531575903827,1.9136728018821094,1.0715103236902201,1.8193822771617933,1,0.020525391050744007,0.0019290719066583227,0.03482556272588514,0.024066432121861873,0.0014208505417762504,0.00028000157966554434,0.15676406549645436,0.4910531575903827,0.004638831407412943,0.264496635579159
cifar_00071,4,deer,4,deer,0.5100676209285029,2.1147284827081143,0.8830413454279635,1.394358754917845,1,0.21521185081923783,0.10474800180739453,0.010350574859211495,0.02215385926057981,0.5100676209285029,0.00038741955093263216,0.02335337791787118,0.06538105848355866,0.001968410455608997,0.04637782591710213
cifar_00072,7,horse,7,horse,0.49497498092607567,2.1477608976789466,1.0746737177637973,1.5706646960271842,1,0.007337911201835607,0.0021521378203263864,0.011055079083366925,0.15020004795907504,0.08514880943748683,0.007007828215766192,0.027710537876279136,0.49497498092607567,0.027821331210706266,0.186591336269082
cifar_00073,6,frog,6,frog,0.46641395301195776,2.405241308721429,0.34076444199464123,1.587867880784875,1,0.012001378088082517,0.03521308009285683,0.12135077361759705,0.012652508186796066,0.0018863190923256905,0.10607455378098381,0.46641395301195776,0.027149017598243272,0.11726880840922803,0.0999896081219289
cifar_00074,8,ship,8,ship,0.49989894491817327,2.2215878391309487,2.25011577843982,0.33599497907752984,1,0.025932417605033363,0.016529799985683134,0.0012754576913038861,0.19885318019302214,0.06638909798072608,0.03308977135061446,0.025714815707122186,0.11746391498312095,0.49989894491817327,0.014852599585200462
cifar_00075,8,ship,4,deer,0.41140396886857716,2.35605317177283,3.242912688383859,2.401325780888883,0,0.07244522884388094,0.09385071181387901,0.03415071488248091,0.2499012367862292,0.41140396886857716,0.09655653496072947,0.0023203928735799485,0.015516488471416956,7.370701082308745e-06,0.023847351798144237
cifar_00076,5,dog,5,dog,0.3547922278826392,2.5185256851139344,2.2455964923536835,0.9767193444206479,1,0.10895935569792789,0.00809147652727024,0.0038703710490086917,0.08828961126651957,0.03684507112722272,0.3547922278826392,0.13217699053792661,0.015445491239458643,0.23495790250049722,0.016571502171529248
cifar_00077,8,ship,8,ship,0.4788308595865801,2.1581625207804955,0.3529428407002402,4.512798167925785,1,0.04468195195838358,0.28065694655888196,0.016692209510452086,5.119669112653241e-05,0.035519986488566045,0.05379027108254421,0.04225142737689002,0.010234568778952772,0.4788308595865801,0.037290581967622666
cifar_00078,2,bird,2,bird,0.49663889578036025,2.007839939750074,1.350229221025855,0.7031613296686867,1,0.10796559126723991,0.026745473164237657,0.49663889578036025,0.005837314953893432,0.04159072290716668,3.70126444938414e-05,0.2688336776128189,0.033555385163939154,0.018230169943174182,0.0005657565626760519
cifar_00079,7,horse,7,horse,0.34819998045005945,2.4415468281662522,1.4876971293697334,0.5473430882062632,1,0.0007805271551749374,0.021816476804213794,0.24838025439962338,0.02986127928183297,0.1248628060321798,0.00014037953874694356,0.052226296579271185,0.34819998045005945,0.15178699805457352,0.02194500170432396
cifar_00080,1,automobile,1,automobile,0.49435071651795154,2.0839926096782464,0.9343083325190188,1.174049085923193,1,0.007558132677584037,0.49435071651795154,0.01785196062776431,0.004103106904107942,0.014042380716694766,0.03895317108571567,0.07264885452802257,0.065911156099714,0.012472223539053978,0.27210829730339114
cifar_00081,3,cat,3,cat,0.48564176411573523,2.2875721729113994,0.4211365826492207,1.1857749922360983,1,0.11222855916726855,0.11829854362322197,0.027966671464545536,0.48564176411573523,0.062445098583243645,0.08904727763577512,0.00031509938249558224,0.10223603849475912,0.001278139590379463,0.0005428079425759307
cifar_00082,6,frog,6,frog,0.4375171425324558,2.384203826752087,1.7623439024289842,1.1412856845146866,1,0.0607619378723422,0.039297566439820755,0.15292208763044143,0.08150781301579912,0.008322446728457491,0.0004637933560587403,0.4375171425324558,0.17392209522511293,0.00432994530430427,0.04095517189520717
cifar_00083,9,truck,9,truck,0.4696312512735811,2.2309023948756357,0.5705706975114649,2.6077412001878866,1,0.06250402813464888,0.007852077612076333,0.016553191641204466,0.17749450431126856,0.1744806222193374,0.05740668206135702,0.008415468979531994,0.0004885168623753397,0.025173656904618934,0.4696312512735811
cifar_00084,5,dog,5,dog,0.497697402244649,2.3732490154604178,0.9195325402748827,0.9115960336913403,1,0.014160951034611853,0.07145691212952801,0.021599445485809568,0.09956026377203923,0.11185911713877553,0.497697402244649,0.0007465655216248223,0.07433784884670616,0.08870723361069986,0.01987426021555596
cifar_00085,2,bird,2,bird,0.5034194372162843,2.0829745519402194,0.9818243803518891,1.9380711030057869,1,0.007688570130724201,0.23890492133935848,0.5034194372162843,0.06763949130689655,0.0002629723226215124,0.02774954235864494,0.026146383803653576,0.09196514251746689,7.439626895382811e-06,0.03621609937745408
cifar_00086,1,automobile,1,automobile,0.5035073297980469,2.267485610679518,1.7253684894946328,0.973356662321143,1,0.17048328931699477,0.5035073297980469,0.05789813588128167,0.005002678678556395,0.0003417380609049548,0.07533849194163096,0.014751574500889961,0.028136713704758263,0.050268586930511734,0.09427146118642425
cifar_00087,0,airplane,0,airplane,0.4185874028727149,2.4826013834416862,1.0745463304401193,1.4571932661267761,1,0.4185874028727149,0.038793308158111446,0.022953037199974453,0.03253233262663701,0.11634127318207448,0.025089095381579038,0.009830403715338882,0.2313017055405211,0.06527622920986777,0.039295212113181065
cifar_00088,4,deer,4,deer,0.4661037701650069,2.405734365433247,1.163146464922456,0.7023275828593413,1,0.07969830586716142,0.0016610071093047856,0.01894765818874761,0.11331486286231138,0.4661037701650069,0.037461975507632896,0.0783737843940643,0.1625143333853763,0.027881397191772822,0.014042905328621744
cifar_00089,1,automobile,1,automobile,0.6120073462913319,1.862183096506596,0.24921771629389805,1.9746069207685235,1,0.00011727585629496646,0.6120073462913319,0.03965041910704955,0.09773942235788012,0.03479242159277652,0.16306465591532926,0.02460384077293348,0.008363291550455182,0.012412196809642109,0.007249129746306811
cifar_00090,4,deer,4,deer,0.4958010943269091,1.8242685374268137,1.8019101034007612,0.43906851998564167,1,0.038662977733682866,0.34340272831473084,0.061059467157383265,0.02785332336085136,0.4958010943269091,0.004945725375576541,0.01854174336247937,0.006523586422042562,0.002289480180256049,0.0009198737660880261
cifar_00091,1,automobile,1,automobile,0.4360945028014262,1.9780607841069022,1.057033292092817,3.104428630763721,1,9.165604547521347e-06,0.4360945028014262,0.0026691334776114553,0.0466867835851854,0.04210708658188035,0.12501553797661502,0.3289816593212289,0.005511461444108129,0.0024321464387131414,0.010492522768683935
cifar_00092,6,frog,6,frog,0.4717074624827577,2.3943403623829735,1.226799941097627,0.1856674571366883,1,0.03002704368582558,0.201414503845632,0.048964164054870744,0.07136372534086381,0.009595454807707524,0.04817126186338747,0.4717074624827577,0.006742266130729865,0.03758276176475276,0.0744313560234725
cifar_00093,4,deer,4,deer,0.513034019229698,2.373733988035563,1.3725218672787163,1.013549930484268,1,0.0787258746200277,0.03481067592457699,0.09639720598234487,0.09597464448873155,0.513034019229698,0.003166086936244128,0.06296281234436248,0.01557132231653009,0.08002882214432479,0.019328536013159477
